code_of_country,Territories,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018,X2019,X2020,X2021
040,Austria,23968,18950.8,30596.04,21903.68,39792.11675,5315.31,2100.7223,2356.699,2305.3006,9990.30398,2510.8706,2277.1726,2168.716,2725.79736,3609.2575,3101.88526,3112.4604,7370.9236,8772.7261,5290.51766,2166.1706016,7841.2785655066
044,Bahamas,33.5,65.7,673.2,3.3,248.6,155.6,9.3,NA,0.5,NA,NA,8.365,13.39,4.467,17.647,7.1,1.232,0.91,4.3273,29.51,220.60652,247.3833905
048,Bahrain,1076.9,NA,NA,558.38,58,4.8,2.9033,5.07,5.594,29.899,15.4819,13.1805,19.102,11.1883,16.4291,9.845,9.921,7.6229,133.1982,145.55022,90.9887212,170.9461686
050,Bangladesh,4336.3,2460.9,3307.66,4987.38,11653.89985,927.2,4905.116,7771.98,16529.694,36864.95891,77956.058,68820.2308,113655.6093,90094.8721,72432.4876,131074.3953,88866.4983,53913.1556,38442.6423,16578.23221,22361.5947635,10872.037066049
051,Armenia,1043.4,1567.6,1426.73,1821.86,3283.25954,2707.03,1960.97,9785.097,6050.0907,2398.9789,3294.3063,1962.6,2092.214,1122.8938,1529.38051,1877.08043,1284.6095,1376.942,2681.8161,2847.05547,4236.13673287,10353.933519102
052,Barbados,NA,NA,NA,0.3,2.1,1.4,2.4,0,NA,NA,0.15,0.5,0.018,NA,NA,63.835,177.101,146.46,NA,0.03546,NA,5
056,Belgium,36803.9,46071.5,70988.56,70269.06,52238.97637,36848.46,23422.95301,19351.936,25033.8864,22256.89069,25809.4435,25198.805,28199.4438,24506.1205,28830.1187,27810.6227,22123.3488,22643.3701,27698.5591,23884.14772,20570.366149,23314.570743971
060,Bermuda,574.2,NA,NA,1,0.1,NA,0.8,1.8,20,NA,NA,0.007,NA,NA,NA,NA,NA,NA,0.083,0.7432,NA,NA
064,Bhutan,17,NA,NA,NA,NA,0,NA,1.15,2.63,0.1055,0.04,9.929,NA,0.037,0.063,0.139,0.015,0.83,0.3216,0.58155,0.01,0.9117
068,Bolivia (Plurinational State of),NA,NA,NA,0.1,0,NA,0.3,0.1,1.8,1.5,0.492,1.9,0.16,0.05,0.282,0.036,1.5137,0.495,2.1642,0.66571,3.2458737,40.022
070,Bosnia and Herzegovina,5.5,0.1,10.5,1.2,28.4,18.1,1.8,2.208,1.59,9.3821,3.6254,1134.1721,2090.333,3154.81,2297.5755,848.526,2.6245,17.1716,714.9176,112.00081,1285.6144896647,1448.3120101331
072,Botswana,NA,NA,NA,NA,NA,0.84,NA,NA,NA,NA,NA,0.045,0.154,NA,0.103,NA,1.453,13,NA,0.61048,NA,0.090914
074,Bouvet Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
076,Brazil,9,5,0.25,278.01,5,18.3,51.34,2068.586,1016.55648,65.2068,50.167,216.4408,293.7959,1385.4378,1115.1698,3726.1584,256.2665,400.5275,206.2438,1340.01074,1934.359056,1915.529048428
084,Belize,NA,NA,0.9,NA,121.7,0.1,516.8,775.92,865.07,6139.16,4363.5,2867.744,5542.349,3706.799,763.588,5050.84,86430.089,51215.47,151.105,1.60389,NA,0.0092593
086,British Indian Ocean Territory,47.8,NA,7.6,NA,NA,NA,54.9,93.4,77.3,38.6049,130.7,242.865,161.688,440.944,39.292,41.0033,NA,NA,NA,NA,NA,0.1
090,Solomon Islands,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
092,British Virgin Islands,109.5,2783.3,10702.91,2694.7,5703.57633,9634.76,22218.25,28625.92,40762.36,4012.24,2208.129,3421.635,883.619,1810.808,1972.465,996.2944,920.1571,1130.2523,1899.3838,1717.1861,1188.970623,1163.8045783
096,Brunei Darussalam,NA,NA,NA,0.1,0.2,NA,0.1,0.02,0.3,NA,NA,0.816,1.7704,0.01,1.6,1.2,1.817,0.07,1.2174,5.24698,0.0326902,NA
100,Bulgaria,5822.3,3588.5,301.23,790.89,9148.44433,2254.68,1361.43073,986.203,2161.6957,1753.91568,2225.7313,4322.766,4156.0014,1942.62883,4503.2104,3457.7708,2806.139,4319.8814,3598.9358,6276.07957,4175.847111391,31194.7728581
104,Myanmar,NA,NA,NA,NA,NA,1.1,1.2,0.06,NA,170.16,24.546,0.1101,2.872,0.038,45.172,0.043,107.0131,626.391,1107.6902,362.34045,1137.8232864,4848.5589372
108,Burundi,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,0.16771,NA,1.34167
112,Belarus,11934.7,6551.2,3502.02,3993.08,5747.52951,7123.83,9666.51377,10616.389,20385.2658,12332.815,25807.3564,22018.818,20401.8846,19649.79625,24726.7199,20076.95241,18221.4619,27404.009,41347.7398,48879.37216,42560.688900165,59645.319489300004
116,Cambodia,NA,854.8,287,974,NA,307.4,480.45,110.18,NA,252.1202,64.2798,154.0653,4.974,0.09,NA,NA,1.766,NA,0.1928,5.6687,0.7466953,9.2657651
120,Cameroon,NA,NA,NA,5.1,0.1,0.3,0.01,1.42,3.843,111.25,0.61,0.68,355.1469,0.6509,2.41,0.322,0.0958,0.042,2850.0371,7.4213,0.6091857,2.6377279
124,Canada,9160.2,17610.8,7692.32,7823.43,32319.60937,16354.3588,11888.1756,21226.809,7289.1048,10511.59498,1323.8986,1173.5601,1136.5707,970.1676,968.56776,808.59022,863.46,2112.1695,4924.1685,6486.866,142322.9182316,199786.8405388
132,Cabo Verde,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,NA,NA,NA,0.062,NA,NA,NA,0.19,NA,0.0076,0.00693,NA
136,Cayman Islands,5.2,NA,NA,3.7,NA,5.4,NA,3.6,0.6,2.22,3.286,5.58,30.019,35.771,36.258,15.09,8.2,5.7,9.69,NA,NA,NA
140,Central African Republic,NA,0.5,48.8,263.7,114.1,8.1,12.2,44.3,NA,NA,10.4792,4.72,7.159,0.892,1.24,0.201,0.099,1.041,0.4274,0.519,0.1369,27.0700005
144,Sri Lanka,1.6,632.7,908.04,583.9,4.3,61.1,10.01,6.869,8.35,5064.6926,17.582,10891.5702,15.2797,2682.2004,2794.543,7001.9492,1526.1794,717.3401,424.491,153.18184,318.5784821,17.9826427
148,Chad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,NA,NA,0.255,0.948,NA,NA,NA,0.25587,NA,NA
152,Chile,0.1,0.5,0.4,0.3,0,2.6,25.312,20.931,6.532,58.7844,174.415,214.669,158.9581,136.636,269.0871,485.5918,432.0018,112.1822,68.5065,88.14039,253.2023204,1229.6288625
156,China,22450.4,14869.5,17330.9,53319.251,101469.81803,228282.81,356588.32629,314414.049,257457.0241,489004.9728,931846.9119,1302223.1757,1463106.302,2055432.63026,2123647.14161,2472244.61817,1999267.3396,2025481.77306,2875388.6988,2528749.65305,1937053.2935847,2529091.0356755
158,Taiwan,164.4,234.3,161.1,334.866,406.91731,352,785.86,1659.666,553.04,65.7743,252.1943,90.5295,91.4363,76.0167,488.3298,290.9824,938.875,1495.2604,2322.3257,988.68328,1032.7237268,1400.0221228
162,Christmas Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.318,NA,NA,NA,NA,NA,NA,NA,NA
166,Cocos (Keeling) Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57,NA,NA,NA,NA,NA,NA
170,Colombia,0.1,0.1,NA,0.1,0.6,20.7,102.64,3.871,5.447,4.51,3.4116,72.0788,729.107,2236.536,2054.778,1190.9579,585.3412,277.7606,26.0667,344.84465,62.2639442,371.4190283
174,Comoros,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01994,NA,0.168,0.506,1.861,0.183,0.35,NA,0.1978,0.031,0.1562,0.1,0.057
175,Mayotte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA
178,Congo,NA,NA,NA,NA,0,0,NA,0.17,0.366,NA,1.15,NA,0.344,1.024,0.229,NA,NA,0.042,0.048,1.59659,1.198,7.15147
180,Democratic Republic of the Congo,NA,NA,NA,NA,0,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,0.3443,0.184,NA,0.1291202
184,Cook Islands,NA,NA,NA,NA,0.00954,NA,NA,NA,NA,0.012,0.025,0.015,NA,NA,NA,NA,NA,NA,NA,0.024,NA,NA
188,Costa Rica,0.2,NA,NA,0.3,0.3,15.94,0.4,0.726,0,NA,0.98,0.9463,36.1537,43.801,39.3008,6.124,4.363,6.4368,1.5502,7.0885,0.0911055,0.5009682
191,Croatia,16,2.5,4.3,9,138.12862,501.4,32.9,64.862,35.2171,152.0343,2482.1203,420.4056,3229.8507,53.963,21.1377,289.8759,43.7768,89.5213,270.8734,26.40878,277.1571738,339.61624202436
192,Cuba,1229.7,2,6.6,15.8,1190,5,0.7,0.2,1.1,1.409,1.5,0.712,3.696,8.849,10.5239,0.18,4.614,0.3832,2.4598,0.66101,0.104221,0.073744
196,Cyprus,811.3,1447.1,2265.44,21975.19,9026.21521,1682.84,1823.66075,23846.426,1932.156,1058.8149,1406.8065,2739.3418,3615.7067,6039.8752,2469.227,1374.2059,1071.3438,2051.9819,2500.1577,3305.96962,10897.6317823,3473.6317816
203,Czechia,2001.2,1634.9,2081.47,1216.15,849.68734,1636.71,1718.82241,2683.757,2353.5246,6716.11246,4809.734,7115.4799,7149.6197,6257.4019,6519.52897,18634.2466,8842.1528,7013.3275,5772.7571,16352.16046,33069.9942493,25116.1661601
204,Benin,0.2,NA,0.9,0.1,NA,NA,NA,NA,NA,NA,0.0189,NA,0.0012,NA,NA,1.693,NA,NA,0.28,0.48671,0.1186,0.2150496
208,Denmark,68.3,99.3,136.9,976,128.81072,190.37,2327.94,5336.974,6651.5198,6146.92872,4734.1506,1714.2291,1412.499,804.0258,2679.8989,5830.66187,2415.7786,3431.5104,2643.0385,660.3398,220.3009182,194.13728333771
212,Dominica,NA,NA,NA,NA,0,NA,1.2,23,28.09,0.27,4.91,5.03,NA,NA,0.18,889.177,351.638,909.83,0.64,1.3437,1434.06676,0.3274463
214,Dominican Republic,0.5,NA,NA,NA,3.3,NA,0.7,392.3,943,184,131,25.0137,NA,NA,25.402,9.683,4.904,3.097,0.5558,0.11935,33.5859991,546.507497
218,Ecuador,0.1,NA,NA,NA,NA,0.2,0.1,NA,0.31,0.9,0.022,0.9415,NA,0.288,0.444,0.524,0.368,0.7145,3.7664,2.64048,1.2722172,0.1165339
222,El Salvador,NA,NA,NA,NA,0,NA,0,0.1,NA,0.137,0.102,0.5478,0.0159,NA,0.947,29.168,NA,NA,0.7944,0.44124,0.1206454,6.7024556
226,Equatorial Guinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077,24734.023,NA,NA,NA,NA,0.0181984,0.0040001
231,Ethiopia,0.2,NA,0.1,0,0,0.4,0.21,NA,NA,0.0034,0.1793,0.4388,7.25,0.259,1.714,0.066,1.4353,6.7376,0.6831,19.41208,0.3477258,0.009998
232,Eritrea,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,NA,NA
233,Estonia,5882.6,7046.6,3711.87,1103.55,3615.37788,14360.77,8339.42556,27652.947,49838.7313,7788.182,3233.6071,2702.5837,537.5197,214.69,669.70101,786.45252,478.0516,2683.8035,16525.5293,4592.4101,5141.2152266,10865.250768102
234,Faroe Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0279,NA,NA,NA
238,Falkland Islands (Malvinas),NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,Fiji,0.2,NA,NA,NA,NA,NA,NA,NA,2.43,5.1,8.55,NA,0.016,0.19,0.119,1.496,NA,NA,0.6056,0.13138,NA,NA
246,Finland,379.8,712.5,1061.27,319.32,330.34095,1960.54,743.13668,3693.739,39061.2922,985.4828,519.3202,978.1112,318.1862,1201.042,584.7082,529.4554,404.997,1012.8603,366.0171,274.88682,163.3701107,385.90925564531
248,Aland Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,France,41507.4,34560.3,35272.21,24055.66,32499.40751,89234.48,87153.954,265382.018,133294.46854,119349.6453,88634.3423,220291.9553,167914.0298,133534.931,140786.6388,151074.4228,120214.8157,148924.6055,196254.112,214744.11933,89715.568704124,21284.77700435
254,French Guiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3136,0.676,0.1576,0.284,NA,NA
258,French Polynesia,NA,NA,NA,NA,0.11636,NA,0,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,0.0399,0.11733,NA,0.092738
260,French Southern Territories,NA,NA,NA,NA,NA,NA,0.1,NA,0.05,NA,1.56,0.017,NA,NA,2.335,NA,NA,NA,NA,NA,NA,NA
262,Djibouti,NA,NA,NA,NA,NA,NA,NA,NA,1.15,NA,NA,NA,0.124,0.118,NA,NA,NA,0.1,NA,0.141,NA,0.1036103
266,Gabon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.115,0.416,NA,NA,NA,0.0065,0.02,NA
268,Georgia,28210.1,10397,10788.045,6838.15,17603.48315,4744.83,8105.60002,19079.742,19377.9386,14739.36904,15707.5987,9524.2264,10332.96,16782.81942,181361.09691,78256.80807,62625.2962,62615.4006,10100.4602,18628.18437,20771.798226765,29579.3518093
270,Gambia,9.6,101.1,NA,0,NA,800.2,121.27,NA,0,0.4,3.36,96.821,1.0847,NA,NA,NA,0.06,NA,NA,0.04246,NA,0.0466008
275,Gaza Strip (Palestine),0.2,NA,NA,0,NA,NA,77.56,NA,NA,0.3571,0.874,0.7367,1.816,0.919,2.313,0.4729,NA,NA,NA,NA,NA,NA
275,State of Palestine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9166,3.227,1.8953,3.969,2.78121,2.3546105,22.7590983
276,Germany,36483,38651,40451.87,43213.843,50638.75582,85958.27,77083.73534,76651.753,72380.54413,48973.47695,50259.2623,43355.7596,45165.5707,45842.87195,70995.07329,37992.55226,36908.3517,32485.8035,53651.4372,62234.93048,67613.67884969,72187.011232
288,Ghana,NA,414.6,NA,0,0.2,105,8.4,86.86,289,357.38,136.667,44.337,49.668,3887.18,663.4575,257.114,0.744,0.1209,59.6234,3.0829,0.8151659,0.7459076
292,Gibraltar,8.2,0.7,3.9,28.7,0.3,37.97,60,69.7,44.2,103.4,138.1,45.5,114.26,5.363,8.874,12.56,3.006,0.51,NA,0.01827,NA,7.9930997
296,Kiribati,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,Greece,13754.7,1529.1,3482.66,7712.78,7587.48906,4188.78,3522.9763,7669.546,93941.5392,35941.86626,38342.5294,33181.9954,27355.3695,34602.2606,42503.1402,43732.5043,377.6099,499.9372,1355.3901,696.00091,330.3525495,13170.111558889
304,Greenland,NA,NA,NA,NA,2.77113,NA,NA,NA,13.9,NA,NA,NA,0.0072,0.632,12.3,0.09,2.7442,0.069,0.18,NA,NA,0.0103144
308,Grenada,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.05,0.0033,0.0835,0.032,0.6,NA,NA,0.01,NA,0.038,NA,0.54696
312,Guadeloupe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00486,NA,NA
316,Guam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.6,12.4,NA,NA,NA,44.496,0.77099,NA,NA
320,Guatemala,392.4,83.4,147.06,NA,NA,NA,0,0,NA,0.2049,0.18,0.051,0.0386,NA,2.98,NA,0.0134,NA,0.2715,0.98077,0.019964,228.451645
324,Guinea,NA,NA,216.5,NA,NA,NA,NA,NA,NA,1.1737,152.834,0.2,NA,2.092,0.621,NA,NA,0.059,0.0414,3.51967,0.012,0.3059575
328,Guyana,7.9,1.9,2,0.5,NA,NA,NA,NA,0.1,NA,0.07,NA,0.667,NA,0.03,NA,0.78,NA,0.8884,0.02116,0.1198614,NA
332,Haiti,NA,NA,NA,NA,NA,NA,0.8526,NA,NA,NA,0.49,NA,0.038,NA,NA,NA,NA,0.0221,0.075,0.03181,NA,0.06
334,Heard Island and McDonald Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,Holy See,0.1,NA,NA,NA,NA,NA,NA,0.01,2.7,NA,NA,NA,0.224,0.114,0.013,NA,NA,0.23,0.09,0.271,NA,NA
340,Honduras,NA,NA,NA,NA,NA,NA,0.3,NA,0,0.3,0.02,0.6831,0,0.507,NA,1.925,NA,0.279,0.1568,0.42286,NA,67.720091
344,China Hong Kong Special Administrative Region,23.9,1004.8,10127.27,4040.81,319.08317,9738.8,65070.7996,49377.87,46276.01,61664.2733,108100.046,78498.0255,31474.7974,31168.01855,33266.5135,9184.89695,24300.5037,21913.4999,5481.8355,3070.53694,4758.4742828,9131.6981104
348,Hungary,619.8,694.8,1444.69,511.26,606.6406,393.44,2311.19193,17825.129,28048.7565,3817.0361,8684.9421,4021.5327,2466.4942,1268.2322,1053.97442,641.73115,471.858,471.7465,1119.0017,645.94697,517.401434925,1283.9752101331
352,Iceland,35.7,181.5,1099.1,16.8,31.3,45.6,80.12263,198.935,253.312,604.18,150.9286,109.255,30.4976,99.292,9.611,17.5723,8.2717,28.1589,26.5971,5.45893,12.3076453,39.6241291
356,India,10854.5,17500.6,25090.89,90432.31,122886.94364,25275.51,12696.2663,9513.299,11057.14598,23148.88349,27231.9028,22237.6499,37551.442,42161.64499,67918.78422,58723.08336,48311.3148,33845.4061,25080.6918,28247.98671,21220.112139793,29939.3876336
360,Indonesia,66.7,59.3,266.5,168.82,240.4151,291.53,232.02063,440.148,474.839,553.0316,1351.5807,1240.5912,1557.5498,25184.6587,1697.656,5153.9166,38202.8377,28575.4008,41588.2194,23017.77679,20898.756275634,8860.6338273119
364,Iran (Islamic Republic of),72159.2,81966,174134.16,274258.2,336486.97924,431740.31,620631.58532,554087.031,536918.92987,538032.49749,595394.0785,378361.0396,323542.42153,209945.82763,318300.70979,318100.10976,350408.343,267201.7766,172877.865,219907.62202,141751.32793895,177089.9908031
368,Iraq,4.1,393,411.8,400.2,685.3,2403.4,7465.6,11739.724,10667.6973,17657.6032,22118.2201,10423.4245,6087.1503,20965.67132,24633.93476,8353.17755,12092.7725,13360.396,13145.6196,20723.16631,18240.63619798,11794.6513505
372,Ireland,10785.5,345.6,627.23,134.5,917.3,849.25,105.1401,507.504,448.6391,3137.8515,621.4201,1097.4202,1388.9968,4302.4324,2594.0309,5527.6015,3387.73,3175.8129,4254.2452,3870.99444,1018.8621485,601.5378346
376,Israel,7053.1,9021.8,10148.5,11471.335,10157.09232,14962,14199.028,21588.4699,21610.50212,13915.68536,22993.1956,22868.8414,19942.7134,18425.1409,18050.79865,13565.6233,16161.7265,15891.6585,19014.13998,17599.80423,4756.4042571,6713.172307443
380,Italy,70850.2,42880.1,49338.33,58787.22,55482.41312,27744.37,14044.05737,24547.905,28116.7348,15781.79946,16654.2328,14708.6505,18431.2637,20794.7181,22966.5321,13012.0673,30668.6985,22649.5714,28105.4953,33009.63955,15636.650622944,40159.622264333
384,C?te d’Ivoire,1.2,NA,NA,NA,NA,NA,NA,NA,0.1,3.4,NA,2.17,0.125,NA,0.154,0.09,0.97,2.478,8.339,0.81201,0.4834803,4.77174
388,Jamaica,NA,NA,NA,NA,NA,0.1,NA,0.1,NA,NA,0.0018,NA,0.0227,NA,6,NA,0.764,0.119,0.2068,6.2577,0.3234731,119.9042922
392,Japan,13658.1,11898.1,11618.72,16541.25,21787.66504,31710.9,27536.4172,19131.497,24377.6732,15036.33922,16502.5977,15709.6391,11489.0445,10254.37749,15898.8725,10437.49274,15797.8291,14492.0197,18844.7172,33863.97016,10111.411635769,13749.4626288
,Johnston Atoll,6,4.4,NA,0.7,NA,NA,NA,NA,NA,NA,5.2,1.47,7.258,0.399,0.075,0.024,NA,NA,NA,NA,NA,NA
398,Kazakhstan,100791.6,118009.5,81793.46,99144.37,184726.96277,246962.37,304722.9711,661726.725,436451.12252,513671.96363,886465.4943,1673253.4321,1676832.27934,2083418.97549,2487689.47378,1849388.24686,945023.7386,1057579.03649,1352167.8295,1392964.85319,908419.76924349,1178376.6696781
400,Jordan,12.7,114.4,742.05,105.3,23.2,254.7,1521.69,406.17,153.621,41.10164,254.0341,102.2879,74.949,171.6964,46.8146,217.9199,62.1878,102.7552,165.6122,225.56324,18.42724321,155.8410152
404,Kenya,NA,0.1,0.1,1.3,0.4,0,1.9,1.224,1.41,23.6868,136.0839,889.884,1210.8537,490.355,26.3224,2091.3516,1.1043,79.4051,19.6155,3.89252,0.2742923,204.8303336
408,Democratic People's Republic of Korea,9863.7,356.1,14.75,922.67,41.2516,735,1064.026,611.003,593.3017,681.65659,1762.8905,4384.5558,1493.0202,1346.0949,1928.04,15688.1106,4283.7761,3048.8508,3069.7372,1607.89489,366.910602535,223.4362144
410,Republic of Korea,106417,132446.9,67012.02,55067.836,56819.44328,51529.29,44838.85048,69749.221,91570.83408,102558.2869,164000.1986,142459.1225,113698.0211,86470.73385,159613.625954,176392.79844,201755.8273,143338.9754,108665.0891,102891.35391,51337.912996432,57701.450388135
414,Kuwait,0.1,3.6,0.2,20.2,86.1,36.3,209.56,160.675,162.1612,164.23052,128.2276,82.1272,95.4939,239.565,104.4483,88.349,89.382,247.167,435.8054,183.46379,1218.6430295,866.376382121
417,Kyrgyzstan,50908,76370.5,76596.777,50109.59,43602.71391,45644.04,80047.5102,137813.903,186568.9512,136336.23344,105174.8355,94162.284,72931.4533,159232.53332,164075.14139,99949.55011,121450.8975,178256.91253,269735.7902,669643.12715,760459.13416471,792044.4214928
418,Lao People's Democratic Republic,NA,NA,NA,NA,6.78738,NA,0.4,28.3,13.6,NA,0.47,41.85,NA,0.124,11.58,0.092,0.84,493.146,0.643,0.06139,291.5835614,0.89787
422,Lebanon,49.1,245.7,136.4,111.98,147.4,154,134.81,565.134,391.75,144.9239,44.9664,47.0919,135.0008,119.443,361.73576,290.7221,553.6234,488.0085,347.1968,159.32172,458.300708,807.0484899
426,Lesotho,96.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.25,NA,NA,NA,NA,NA,NA,NA,0.01387,NA,NA
428,Latvia,63888.7,60792.4,78715.15,85067.08,102678.74662,79226.323,72237.22151,102008.797,189102.9195,59513.19446,81944.8109,74999.0172,65299.4114,59449.71016,113249.77722,43243.50076,57715.2462,82312.8269,46311.5659,52568.67224,37679.6314948,55228.90141917
430,Liberia,NA,NA,NA,NA,0.4,0,NA,NA,0.856,1.3301,NA,0.4501,0.9788,0.378,NA,2.8,0.5,7.2246,8e-4,0.01664,NA,0.0691669
434,Libya,NA,NA,NA,NA,NA,4.8,0.1,1.462,2076.589,62.4672,93.9306,56.859,12.1238,0.592,10.889,1.6851,0.15,0.9955,0.911,3.32604,163.1198614,381.4235544
438,Liechtenstein,1974.7,8813.5,9332.18,7542.51,17644.22916,9990.35,17.57823,9.89,2.18,0.9539,63.8492,81.6799,124.4854,0.344,4.216,4.978,3.197,10.5985,7.1994,2.77296,0.2309079,1.1616013
440,Lithuania,7194.7,3199.8,1097.29,1554.3,1855.61462,8315.42,16019.59125,23002.836,27657.018,4962.71877,9243.6131,6309.668,5223.43432,13671.31066,4164.2612,6093.10488,4697.8303,6190.9768,12633.0959,25260.78617,36195.87036733,66726.480729998
